# Scenerio III: m2=500GeV,m3=800GeV
# mu= 650 GeV
# for all of the numbers, unit is in pb
# LO QCD:    87.822532653808594      pb, NLO QCD:   73.253967285156250      pb,NLOW:   71.599982380867004      pb
# Total Cross Section is:   159.42251503467560     

# for M_ttbar distribution
# M_tt(min)                     delta\sigma_LO            delta\sigma_NLOW 
   1.0000000000000000         9.0089657583121987        7.3327026719757429     
   1.5000000000000000         5.1252054821023467        4.2674374676238171     
   2.0000000000000000         2.0430367378780590        1.7648149226992464     
   2.5000000000000000        0.43236713522314479       0.41546930170641139




#  Antitop transverse momentum distribution
#      Bin low edge            QCD [LO]      QCD [NLO]   
                  60        11.47247519       0.0
                  80        11.43920338       0.0
                 100         10.2857033       0.0
                 120         8.60618083       0.0
                 140        6.827897406       0.0
                 160        5.222385678       0.0
                 180        3.901930901       0.0
                 200        2.872267155       0.0
                 220        2.100251454       0.0
                 240        1.529757823       0.0
                 260         1.11668521       0.0
                 280        0.815559057       0.0
                 300       0.6003691207       0.0
                 320       0.4434063519       0.0
